ID	CO_4	CO_6	CO_5	CO27	CO29	CO26	CO25	CO28	CO30	CO31	CO36	CO32	CO33	CO34	CO_35	CO21	CO23	CO20	CO19	CO22	CO24	CO37	CO39	CO38	CO40	CO42	CO41	CO3	CO1	CO2	CO8	CO9	CO7	CO12	CO15	CO13	CO11	CO44	CO10	CO43	CO16	CO18	CO17	CA25	CA30	CA28	CA27	CA29	CA26	CA35	CA31	CA32	CA34	CA33	CA36	CA19	CA20	CA21	CA23	CA24	CA22	CA38	CA37	CA39	CA42	CA41	CA40	CA3	CA2	CA1	CA8	CA9	CA7	CA12	CA13	CA15	CA43	CA11	CA10	CA44	CA16	CA18	CA17	CA_4	CA_5	CA_6
Q15113	23.3627	23.4798	23.3923	23.8442	23.7932	23.4951	23.2232	23.943	23.8226	24.1325	24.0196	23.1155	24.5494	24.0168	23.8899	23.4393	24.3807	23.1713	23.3162	23.5894	23.8501	23.3989	23.8478	24.7107	22.3193	23.9308	22.7162	22.9613	23.755	23.1651	23.6373	23.467	22.0923	23.5276	22.3068	22.0739	24.1262	22.0992	20.5046	23.3768	23.0719	22.8574	23.4689	22.9415	21.6717	23.4849	23.486	23.9309	23.6289	23.6935	23.6793	22.2983	24.5914	23.46	23.9314	23.5083	23.4463	23.2384	23.3593	23.611	23.2368	23.4975	23.9761	23.5854	23.3383	23.1037	23.3029	24.026	23.2646	21.1616	23.4726	24.2854	22.8589	23.2582	22.9206	23.4388	24.1503	21.9905	23.0945	23.6834	23.3787	23.0307	23.2869	23.34	22.7304	23.6635
Q15485;Q15485-2	22.9113	23.5064	23.2426	24.106	23.9324	22.4799	23.115	24.6069	23.9108	22.6726	20.0203	23.2609	19.4446	21.8026	22.4882	20.0773	20.5285	22.0763	21.4283	20.8658	20.2808	24.5799	23.9218	24.4689	24.5526	24.2586	23.8719	23.8054	22.6074	23.3688	22.7179	22.9244	23.2141	23.8533	24.077	23.9421	24.168	23.866	23.8855	24.6025	23.2205	23.5853	22.6362	23.8655	24.0585	23.5991	22.5286	24.018	24.2143	21.3787	21.9047	22.2407	23.1656	22.4811	23.8059	22.1642	22.7765	21.0893	22.0659	21.9347	23.0011	23.6742	24.1067	23.9042	23.8912	23.8864	23.5357	23.441	21.3804	24.131	23.2661	23.0461	22.8778	23.3192	25.24	24.8689	25.2319	25.372	24.5814	25.2129	22.8701	23.8659	23.1898	23.9736	22.9956	23.6699
Q15582	22.7153	23.346	22.6879	23.242	22.4764	22.9771	22.9317	23.0547	23.3092	22.8363	22.9652	23.6832	22.904	23.6548	22.6553	21.4109	23.2553	21.7681	22.2073	20.7536	22.4896	22.5387	21.1793	23.0214	23.7273	22.5254	22.1615	23.899	23.1828	22.9238	23.4216	23.4964	23.4401	24.6802	23.904	25.0756	24.7582	22.0376	23.0055	22.9297	23.1494	22.3465	23.1033	22.9972	22.7596	23.2299	22.122	23.6727	22.5698	21.9987	23.4353	21.4046	23.869	23.1585	22.7705	23.2073	22.5993	22.0679	21.176	21.0905	23.3078	23.4819	23.0738	20.8261	22.4871	22.7585	23.315	23.2327	23.1451	24.8218	23.7712	23.539	24.0424	24.3021	23.5471	22.2369	22.7591	23.9908	23.0911	24.499	23.0921	22.7528	23.2228	22.8418	24.0149	23.0473
Q15848	23.2998	21.0377	21.4366	23.7834	23.0507	21.7756	21.6265	22.3313	22.5862	21.4625	21.9388	21.8981	22.6278	22.7371	23.6514	20.6084	21.7897	22.1445	22.4899	22.6998	23.2041	22.7887	22.7273	23.3344	20.5467	21.6771	21.7781	21.9124	22.1157	22.2115	22.8312	21.5578	22.5708	23.478	21.2738	22.4502	21.8385	21.108	20.9726	21.3756	22.9083	22.7256	22.6666	22.9906	21.8047	22.7218	22.0071	23.4947	22.4333	23.0962	22.3835	20.5584	21.0907	21.9792	22.3618	22.5584	22.8336	20.2574	21.312	22.4672	22.0672	23.0817	22.764	21.2772	22.2957	21.8459	21.082	22.8409	22.7449	21.5404	21.7515	23.7898	22.0935	22.9958	21.3345	22.1701	22.2508	20.9562	21.5762	22.9613	22.6378	21.7996	22.477	21.8987	22.6148	22.3823
Q16610;Q16610-4;Q16610-2	26.2831	26.2501	26.2467	25.8355	27.3459	26.9026	26.5347	25.7256	25.8013	26.987	27.5073	27.0615	27.621	26.9368	27.0977	26.2599	27.2047	26.7961	26.7679	26.0821	26.893	26.8338	26.186	26.8678	26.3888	26.5822	26.6588	26.2255	26.1598	26.6148	26.7971	26.8951	26.9547	27.4304	26.1961	26.8292	27.6401	27.5331	27.4327	28.2833	27.324	26.6741	26.8687	26.8229	26.8873	26.6207	26.5352	26.9731	27.1282	26.2254	26.5381	26.927	26.4139	26.5227	26.8702	27.0219	26.3897	25.2566	27.2837	25.9481	26.0111	25.5842	26.443	26.567	26.5761	26.4412	26.3891	26.5517	27.1803	27.1331	26.2362	25.9755	27.5493	27.9783	27.2642	27.7736	26.8254	26.9979	27.5399	26.8888	26.618	25.9296	26.0451	26.7562	25.9435	26.6383
Q16627	21.3851	21.8994	20.6888	22.6353	21.9266	21.9191	20.0093	21.8428	22.017	22.1184	20.6697	22.6026	22.2697	22.3789	22.1919	22.3208	21.95	22.3758	22.2276	22.2351	21.2809	19.5082	20.1598	18.6081	21.3834	19.6213	21.3845	22.079	22.3935	22.4969	21.9393	21.1859	21.2002	19.6907	18.8041	20.9304	20.4018	19.8188	19.8668	20.5231	22.5766	20.8266	20.816	22.0473	21.6557	20.4334	21.3926	21.5677	21.1782	22.1106	22.4732	21.0999	22.2708	21.6949	22.9552	21.0791	21.2541	21.9324	21.3923	21.8357	20.8159	20.6928	19.3124	19.4931	22.7627	22.0598	21.1631	22.0353	22.0582	21.7295	20.1649	21.8312	20.8141	19.2435	19.9727	18.8455	20.2831	20.0857	19.382	19.8105	21.247	21.6111	21.4016	21.1627	20.5844	22.3446
Q6EMK4	25.089	24.8047	24.9993	25.6668	25.3973	25.5787	25.1777	25.1399	25.4337	25.3934	25.005	25.5619	25.6933	25.4887	25.5341	24.7943	25.5927	25.5839	25.5347	25.0621	25.5069	25.4941	25.3951	25.8638	25.5843	25.7275	25.4379	25.1702	25.6004	25.2993	24.5559	24.5414	24.6976	25.2833	24.3341	24.5116	25.6553	25.3418	24.8307	25.4651	25.4869	24.9897	25.1489	25.4375	25.2249	24.597	25.0875	25.5482	25.4555	25.2091	25.1044	24.0456	25.2553	25.2272	25.3716	24.9208	25.1888	25.1596	24.8212	24.8284	24.7831	24.9895	25.5445	25.316	25.5068	25.2172	25.0135	25.484	24.9147	23.6773	24.997	25.3042	24.3593	25.493	24.527	25.0966	26.0059	25.5867	25.0876	25.4119	25.4716	24.9188	24.8197	25.259	24.8686	25.3389
Q6UWP8	19.4261	18.9957	19.1609	20.5383	20.7489	19.4688	19.2162	20.3418	19.4569	20.2358	21.0762	20.1355	19.5793	19.6696	19.0186	19.153	19.9129	19.9375	18.8535	20.4265	19.675	19.0522	20.0107	21.2643	19.4377	19.7498	18.5862	19.7622	20.2452	19.5185	19.1202	20.3737	19.2197	21.7472	19.2722	21.1055	21.1818	21.2971	20.3801	20.3596	20.6923	19.4966	19.5337	20.4663	19.7114	19.7167	19.9002	19.9587	19.3755	19.6573	20.728	20.4376	20.1408	21.2592	20.0742	19.1989	18.7931	19.2204	19.0284	18.8558	19.5434	19.6275	20.0448	19.7505	19.8332	20.2653	19.9398	19.7125	19.3642	19.4043	19.9891	20.3189	19.387	20.9183	19.4727	19.2125	19.8307	20.0429	19.8232	20.3567	20.381	20.2789	19.7022	19.09	19.2863	20.1626
Q6UX71;Q6UX71-2	20.8284	20.8768	21.3156	21.712	22.2995	22.1843	22.3369	21.848	22.809	20.8243	19.7514	21.3357	21.2705	19.7298	21.805	20.9189	21.1627	20.7863	20.842	20.514	20.5482	21.9329	21.6586	22.0826	21.5738	21.2758	20.8432	22.1296	21.0579	21.6354	22.0298	22.2822	22.2263	22.4385	21.3071	21.923	23.5971	23.0972	23.2337	23.304	23.0342	22.6938	23.0325	22.3183	21.9148	21.0036	22.6186	22.4561	22.5086	22.3858	19.8686	20.5259	20.8589	21.2973	21.6699	21.1105	20.5735	20.0453	21.0985	20.0886	21.4422	20.5974	20.1068	22.1177	20.5399	20.68	20.911	22.1192	22.119	21.8361	21.9571	22.401	22.0297	21.8741	21.6674	22.1178	22.739	22.8237	21.5113	22.9519	23.3232	22.5353	22.4062	21.4826	21.0733	20.7413
Q6UXB8;Q6UXB8-2	24.9375	24.2118	24.2697	24.702	24.249	24.4528	23.9149	24.7535	24.7728	24.3856	24.1251	24.8568	24.539	23.0734	24.6175	24.043	24.7653	24.6636	24.3106	24.2522	24.6767	23.1985	23.9305	25.3129	25.1072	25.9171	25.9765	25.292	25.5894	25.0143	24.7859	24.5304	24.0722	25.3708	23.9417	23.9576	25.1263	21.9116	23.8981	24.7006	26.0152	25.7732	25.8555	23.9859	24.1929	23.7821	24.8978	24.7758	24.4378	24.1893	24.5359	23.7587	24.4633	23.8449	24.1027	24.5407	24.6985	23.3872	23.8982	23.2907	23.9007	23.7491	24.489	24.4081	25.8454	25.3375	24.7578	25.3763	23.5597	24.4867	25.5306	26.1275	24.3505	25.1673	24.5717	24.4348	24.1976	23.2531	24.6266	23.6522	26.0495	25.4018	25.0034	24.4326	23.9473	24.9072
Q76LX8;Q76LX8-3;Q76LX8-2	20.1903	21.5861	21.5089	21.5596	20.7003	21.8714	20.166	20.6803	21.9872	19.8162	19.5631	20.9707	21.3452	21.1504	21.4594	19.989	20.8511	19.781	20.8946	19.1914	20.728	19.9064	18.3044	18.9891	20.6558	19.9674	19.8878	20.099	19.4864	21.1684	22.0196	20.0194	21.0195	21.4965	18.8917	20.5782	20.1098	22.172	20.9805	20.4582	21.7206	21.5276	20.8482	21.6376	19.9132	21.4061	19.8192	21.7724	21.7416	21.7032	20.0923	20.5634	21.4086	20.0114	21.1925	20.0044	20.3048	19.9179	20.5993	20.3907	19.72	20.8612	20.2441	20.2851	19.0076	19.4576	20.2991	21.0235	21.1072	19.7232	21.5784	21.4344	21.6108	21.9908	21.9504	20.4988	20.3317	20.8125	20.8193	22.0423	22.0335	21.0477	21.7929	20.2213	19.7557	21.1574
Q7Z5P9-2;Q7Z5P9	28.5383	28.0233	26.3439	29.4039	28.9756	28.9547	28.463	29.187	29.0053	29.2516	28.7423	29.2383	29.3395	28.5627	29.2503	28.3411	29.0313	28.7263	29.6745	28.6643	27.1667	28.6035	21.4431	28.7607	27.8231	30.0335	27.297	25.4228	26.4747	24.5739	26.6848	23.8481	24.792	26.3691	24.8093	25.9632	28.8466	30.2692	23.4808	26.1266	27.1361	26.0938	26.5088	29.2117	29.1298	28.9364	28.9662	29.2725	29.1069	28.8755	28.9895	27.2149	28.4245	29.2574	28.8147	29.2342	29.3455	29.3262	28.6813	29.0586	28.6159	26.3236	27.1434	28.9196	29.0212	23.418	28.5971	24.2875	22.1265	27.272	24.5952	25.642	23.6032	26.0958	28.613	28.1844	27.2448	27.7168	25.6561	29.1421	27.8507	25.7677	28.0747	28.7118	27.9877	28.0717
Q7Z7G0-2;Q7Z7G0-3;Q7Z7G0-4;Q7Z7G0	21.8451	21.9319	21.4047	21.8316	22.5773	21.7131	22.0169	22.7169	22.0209	22.1377	20.6254	20.9819	22.3752	22.5025	21.2594	20.2667	20.8568	20.1036	21.1512	21.1277	21.518	20.3957	20.4666	21.4455	20.9735	20.0989	20.5211	20.9489	22.4248	21.6339	22.4559	21.6199	22.5333	20.924	20.0717	20.1365	22.9674	23.2106	21.2036	24.1074	23.786	22.956	23.3775	22.0249	22.5575	21.2573	21.7371	22.87	22.2434	21.8772	22.6061	21.8825	20.3026	20.4764	20.6505	22.8392	22.6118	20.1244	21.8824	21.4544	21.1446	19.6466	19.4229	19.6752	20.8458	20.6735	21.4314	21.129	20.3289	19.6541	22.2338	23.1121	22.1922	20.341	21.0951	20.9147	21.8008	20.7812	21.934	22.7464	24.1935	22.8932	23.4645	20.8022	20.6153	22.4697
Q7Z7M0;Q7Z7M0-2	20.3552	20.2364	20.3452	21.598	21.2441	21.3425	20.9064	20.4026	21.4501	21.4015	20.743	20.6198	21.2293	20.381	20.2312	21.1546	20.7278	21.0851	19.267	20.5421	20.7871	20.0061	19.8481	19.2988	20.2336	19.506	20.3602	20.8975	21.0032	20.8968	19.6743	19.5538	20.2839	20.2128	20.4785	20.7145	20.7733	18.5565	20.4686	20.9662	19.6357	20.5602	20.9001	20.2996	20.2138	20.8694	20.43	20.4534	21.042	21.4061	21.6179	19.7562	20.3751	20.9895	20.3618	21.0049	21.0055	21.3421	20.2015	20.1977	20.3078	19.9814	20.4478	20.172	19.6585	19.9279	20.5953	20.4391	20.2969	20.8573	19.7449	19.4361	20.0244	20.9862	20.8443	21.0154	20.3115	20.8955	20.0734	19.7127	20.9756	20.4384	20.4323	19.8155	20.199	20.2246
Q86U17	20.6701	20.3146	20.3582	21.1408	20.7907	21.16	20.901	20.6926	20.4907	20.0419	20.4949	19.7768	19.5715	19.8927	20.0489	20.1306	19.1172	18.9997	19.3279	20.0514	20.2019	19.9479	19.8208	20.0102	18.9452	19.1528	19.8282	20.9635	19.6967	21.201	20.341	19.4077	19.2525	20.639	19.966	20.9739	21.1205	19.9205	21.3816	19.5101	19.7393	19.9486	20.1159	20.941	20.7272	20.9712	19.3509	21.518	21.037	20.7057	19.3407	19.5597	20.2198	19.5102	20.3972	19.1416	19.103	19.3126	19.4597	19.7736	20.0478	19.1221	20.1927	19.4807	19.1148	20.1599	19.7122	21.1872	19.8981	20.868	20.2363	20.3011	20.117	21.5025	20.1888	19.8855	20.2408	18.7344	19.6996	19.5737	20.292	19.4391	20.6543	20.8624	21.3946	20.1179
Q86UD1	20.7113	20.5743	20.7619	19.2255	20.7297	20.4054	20.0071	19.6122	19.8304	19.9566	20.3266	20.2639	19.4953	19.5236	20.1996	20.4441	20.5038	20.2351	19.3596	20.0329	20.8107	20.4211	19.9503	20.5307	19.9134	19.752	20.4357	21.2698	20.8254	20.5011	20.9539	20.5348	20.2431	22.0142	21.2134	21.0709	22.6592	20.1393	21.1213	20.9192	22.6159	20.1526	21.0507	20.8716	20.488	18.9101	20.5191	20.7648	20.1231	20.606	21.451	20.3798	20.7519	20.1008	20.3336	20.5679	20.1779	19.9527	20.547	19.9352	20.4851	20.199	20.2589	19.2579	20.3714	20.2783	19.6047	19.6338	20.3181	20.7408	19.5724	21.671	20.7463	20.9365	20.9398	21.233	19.938	21.284	20.9084	21.6307	20.4135	21.8233	20.583	20.2953	20.717	20.5121
Q8NBP7;Q8NBP7-2	20.4657	20.6496	20.5964	20.8516	19.578	20.2374	19.6449	19.9837	19.7327	19.7404	20.1282	19.5433	20.0904	20.3444	20.1995	19.6845	18.7443	20.477	21.2306	20.3703	20.889	19.9451	20.6307	22.2622	20.4958	21.6108	18.9643	21.6318	19.9397	20.0621	21.2626	20.4755	20.9693	20.8234	20.6649	20.9145	20.2428	20.196	19.6532	20.3987	20.5094	20.3555	20.7921	19.8369	19.2245	20.2522	20.7238	20.7185	18.9749	20.7178	20.0426	20.2357	19.5858	20.3782	19.2491	19.4014	19.4956	20.2073	19.6262	20.2577	19.3585	19.8398	19.4473	19.5879	20.6264	20.3251	21.3094	19.9032	21.0201	19.5009	20.2895	20.6021	20.1736	20.2746	21.5345	20.4272	22.6043	20.5743	19.8637	20.7603	20.0752	20.3396	20.7839	21.1012	20.295	20.7613
Q8WZ42-5;Q8WZ42-11;Q8WZ42-4;Q8WZ42-7;Q8WZ42-2;Q8WZ42;Q8WZ42-8;Q8WZ42-13;Q8WZ42-12;Q8WZ42-3;Q8WZ42-10;Q8WZ42-9	25.7996	25.1015	25.2322	26.017	26.1969	26.0328	26.1103	26.4534	26.4755	26.1577	26.3652	26.0935	25.7755	25.6455	25.9042	19.7588	23.1224	23.4606	25.6966	21.4428	24.6951	26.505	26.9458	25.5291	24.9563	24.8371	24.8663	25.4627	24.6956	25.5535	24.7818	22.7593	23.9616	25.7771	25.8727	25.9696	25.9211	25.5285	25.7208	26.4057	25.7675	25.5652	25.6835	25.8191	26.3511	26.2215	26.1568	26.2489	26.0716	25.2668	24.8634	25.1437	25.4061	24.5139	25.4866	24.0582	23.166	25.639	24.4224	22.6712	24.4015	24.4884	26.4005	26.354	24.1657	24.2996	25.0539	25.6082	25.0856	25.7975	25.1223	23.0627	24.3315	24.9571	25.783	25.8835	22.8873	27.029	25.385	25.4896	26.7529	25.5011	25.2984	25.6958	25.9934	25.0392
Q92954-5;Q92954-4;Q92954-3;Q92954-6;Q92954-2;Q92954	25.8583	26.2744	26.5634	25.3452	26.1823	26.6951	26.9082	26.2002	25.7008	27.2771	27.3411	27.2425	26.6031	27.8146	26.8379	27.165	26.5215	27.5051	26.468	25.816	27.0879	26.0853	26.5086	26.8198	27.0822	25.919	26.8406	25.3884	25.7154	25.6866	25.6938	26.0715	26.2615	26.3539	26.7607	25.2106	26.7077	26.6672	27.7978	27.6005	25.627	25.9248	26.2985	26.0695	26.8711	25.8376	26.2611	25.7617	25.9237	26.6307	27.7222	27.8945	28.1708	26.775	26.2971	26.2807	26.6229	27.1028	27.0012	27.2042	27.3017	26.3863	26.1984	26.3485	26.6942	26.5888	26.3302	25.6917	26.004	23.374	25.6559	25.5281	26.2054	26.2573	26.2644	26.5699	27.077	26.3447	26.6681	26.6645	25.7967	26.7002	26.6626	25.9627	26.1962	27.1392
Q96IY4;Q96IY4-2	26.2101	26.3373	26.1681	26.1944	26.2075	26.0135	25.4368	26.2619	25.7346	25.5169	24.9781	25.7902	25.7896	25.8126	25.7935	25.4373	26.2254	25.5132	25.559	25.7788	25.548	25.7571	25.529	26.0458	26.0289	25.8596	25.9262	25.6572	26.0403	25.9974	26.149	25.9197	26.5302	27.2928	26.9086	27.2936	27.1463	24.2099	26.5474	24.914	26.6323	26.3572	26.5136	26.3234	25.6122	25.7931	26.0226	26.0612	25.9742	25.7618	25.4314	26.2143	26.0143	25.5933	26.0714	25.7745	26.0305	26.1181	25.3677	25.4331	26.0809	25.8541	25.9941	25.6122	26.2765	26.1743	26.2388	25.8478	25.1021	26.1043	26.1616	25.1699	25.6147	27.2358	26.9768	26.3141	25.1421	26.968	27.3437	26.9476	26.777	26.1242	26.59	25.9207	26.1869	26.3402
Q96KN2	27.6871	27.6556	28.0526	27.5678	27.8906	27.8901	27.8579	27.8544	27.9615	27.5584	27.6032	27.5487	27.4687	27.4272	28.1109	27.1188	27.2771	27.5142	28.0272	25.9603	27.6195	27.6816	27.4658	27.2876	27.3396	27.2439	27.8355	28.0871	27.2832	26.7864	27.936	27.8252	27.6605	28.7107	28.6532	28.073	28.1553	27.9056	28.1356	27.828	27.64	27.7139	27.9373	27.2842	27.6026	27.8069	27.7204	27.7631	27.5878	27.4259	27.6606	27.646	28.1511	27.8283	27.0876	27.7676	27.4512	27.9949	27.7385	26.7377	27.8699	26.9898	26.9418	26.868	27.1968	27.2511	26.898	27.1856	27.265	27.1677	26.6951	26.7054	27.5404	27.9916	27.9064	27.8702	27.7809	27.7098	28.163	28.1719	27.7506	27.9033	27.8	27.2535	26.855	27.586
Q96PD5;Q96PD5-2	30.5559	29.9749	30.6165	30.7898	30.5614	30.4688	30.3684	30.7217	30.5048	30.298	30.2998	30.5135	30.4461	30.6288	30.8825	30.6611	30.8254	30.8033	30.7963	30.472	31.0621	30.3896	30.7188	30.455	30.2974	30.1959	30.0843	30.06	30.3613	30.797	30.3644	30.1626	30.4764	30.26	29.4892	29.2281	30.6311	30.3322	29.3589	30.0694	30.5913	30.2854	30.5171	30.4493	30.1086	30.4061	30.6057	30.5396	30.637	30.5023	30.4837	29.5129	30.7522	30.5091	30.3265	30.329	30.8297	30.5776	30.4657	30.6794	30.6933	30.5819	30.5097	30.5392	29.9578	30.3589	30.363	30.4827	30.6132	30.1482	30.1878	30.0986	30.4858	30.5193	30.445	30.1245	30.4633	30.344	30.0259	30.7438	30.4233	30.4353	30.5372	30.7971	30.1493	30.665
Q99969	21.9275	21.9201	22.2496	21.8967	22.3993	22.6985	22.4757	22.2945	22.7289	23.7244	22.7029	22.644	22.3437	22.8223	21.7864	23.1819	22.785	22.9099	21.3862	22.6951	22.7678	22.5242	22.8467	20.6725	21.7233	20.6607	20.4527	21.4658	21.5878	21.2045	20.0174	20.9736	21.2659	22.0343	21.9833	22.5349	22.0011	22.2623	21.4577	22.1904	22.5989	21.8188	22.0274	21.7977	22.5762	21.3965	22.5415	22.9149	22.6272	22.3116	23.3412	22.4104	21.6587	22.6532	22.7173	22.4935	22.2949	21.6132	21.7869	22.5117	21.8361	20.4447	21.5927	21.37	22.264	22.3952	21.3472	22.2049	20.6574	20.8471	21.4535	20.4504	19.5503	22.5939	22.7246	21.8724	21.0192	21.6438	21.4579	21.9177	22.1933	20.4978	19.3145	21.8321	21.9897	21.9848
Q9BWP8-8;Q9BWP8-7;Q9BWP8-6;Q9BWP8-5;Q9BWP8-4;Q9BWP8-3;Q9BWP8-2;Q9BWP8-9;Q9BWP8;Q9BWP8-10	21.556	20.8456	22.4783	22.0295	21.1999	21.5499	21.1053	20.5511	19.7728	20.5018	21.095	21.4266	22.4517	21.643	21.3872	21.0905	20.5945	20.6901	20.0546	20.1341	20.7302	22.3566	19.5492	22.4585	22.0545	23.933	22.6099	20.5905	21.7435	21.6513	21.9631	21.9507	20.8052	21.7198	21.3949	22.311	22.2287	21.4292	20.2521	21.9063	22.3565	21.6584	22.7704	22.3508	21.5285	22.2082	21.0572	20.7523	21.9383	20.7848	21.5534	22.5801	22.165	20.5444	19.4747	18.5363	21.7198	21.3017	20.5126	21.3403	21.1678	20.3389	19.7128	21.2235	22.2797	22.7184	22.3698	21.8029	21.7236	21.449	21.0886	19.3848	21.3151	21.3064	19.1956	21.3798	21.8844	21.5351	21.6919	21.4667	22.9032	21.5715	22.2733	20.9407	21.5378	21.9076
Q9BXR6	24.0887	24.5151	23.9257	24.3976	24.9564	24.9776	23.4703	25.0565	23.5779	24.7905	25.771	24.3592	24.9951	24.6809	25.3144	24.837	25.1958	21.8834	25.0927	25.1015	25.4246	22.7385	25.0439	23.408	23.7782	23.9525	23.2774	25.1448	24.1256	25.1427	24.7629	24.262	25.1705	24.5966	24.4527	21.4456	24.2512	24.7163	21.0863	21.4042	25.4056	25.1705	24.8828	23.9395	25.2455	24.6797	24.8658	25.0475	24.5444	24.83	24.542	24.9026	24.6492	25.2199	25.8004	24.9124	25.3308	24.9348	23.4489	25.29	24.9649	23.2777	24.48	23.03	25.0209	23.7894	23.3041	24.7638	24.6543	24.8206	25.2222	25.5874	22.6108	22.0094	24.5829	24.3662	21.8549	24.5766	22.8935	22.5455	23.3104	25.1204	24.7746	24.1249	24.3626	24.5498
Q9NPH3-3;Q9NPH3-2;Q9NPH3;Q9NPH3-5	25.106	21.3096	22.6865	24.558	22.0665	22.5326	22.2856	23.9633	23.145	21.0333	21.9415	21.3583	22.7459	22.1277	22.6326	20.754	21.439	22.1471	24.1461	22.2206	23.3123	19.0629	21.9821	24.3898	21.8103	22.7376	22.0591	20.948	22.3544	23.8114	21.8988	20.6618	22.5333	23.6399	21.0242	19.6854	20.7569	20.2415	18.8477	21.3169	22.3458	22.1148	19.6749	23.968	23.3564	21.5878	23.4474	23.6455	24.0671	22.4138	22.3284	21.8223	22.1548	23.0402	22.7813	23.6374	23.8957	21.5036	19.9026	21.8861	22.1544	20.2859	22.7595	20.0002	22.962	20.4273	21.3755	22.0865	22.2763	22.0133	20.862	21.797	21.6795	20.1533	19.878	19.7149	20.0405	22.6607	21.0512	21.7265	22.9763	21.4266	21.2239	24.5091	23.0294	21.1693
Q9NQ79-2;Q9NQ79;Q9NQ79-3	24.0016	23.7748	23.0252	23.6368	22.2953	22.9612	22.5342	23.3135	23.9808	22.8512	22.913	22.5517	23.3794	22.5563	24.4463	20.4019	22.9755	22.2471	22.9699	21.1719	22.7094	22.2526	23.272	23.0922	21.7669	24.7824	22.992	21.5833	23.499	24.8214	24.6489	23.1703	23.9795	22.5918	21.9619	22.5052	24.147	24.458	23.7596	24.623	23.8611	24.1368	22.462	23.0402	23.3345	23.4255	23.298	23.3	23.7241	22.4164	22.1619	23.6214	22.2008	22.7881	22.73	22.8998	22.3714	23.0101	22.6386	22.9229	22.7841	21.5365	22.8438	22.7732	23.9065	22.7226	22.8159	23.2535	22.8917	21.706	23.5047	22.9307	21.5096	23.8805	23.2091	22.9895	23.5282	23.838	23.2728	24.4406	22.2045	23.0717	21.9057	23.2799	22.6111	23.8336
Q9NZP8	26.1142	26.3143	26.5475	26.549	26.7154	27.0131	26.1742	25.6826	26.5872	26.8181	27.035	26.9603	26.2632	26.7651	25.8092	26.1171	26.6161	26.9192	26.7893	27.0097	26.7898	26.9235	26.6426	26.4226	26.4989	26.4588	26.6754	26.8409	26.7915	26.4319	26.0819	26.1932	26.4868	26.8524	26.6967	26.7689	26.8424	26.6623	26.8159	27.1116	26.373	26.2205	26.5322	26.7012	27.0392	26.625	26.5692	26.6416	26.2134	26.8931	26.7994	26.1356	26.8249	26.8466	27.2573	26.6532	26.8896	26.5004	26.0936	26.8842	26.363	25.8304	26.6869	26.3007	26.5769	26.5044	26.3831	26.5761	26.1828	27.0232	26.1838	26.3976	26.1663	27.0938	26.5576	26.5623	26.046	27.1286	26.8965	26.7103	26.8886	25.5915	26.1466	26.73	26.6296	26.8589
Q9UGM5;Q9UGM5-2	25.5045	26.0012	25.8966	24.7399	25.5775	24.777	25.2065	25.272	25.3242	25.1504	25.2899	25.5111	25.5825	25.2146	25.3019	24.07	25.3404	25.0914	25.4013	24.8675	25.359	25.4481	26.042	25.2289	26.0289	26.1338	25.791	26.9228	25.6327	25.4874	26.0698	26.1392	25.6934	26.7235	27.1944	28.0255	26.1333	25.6685	25.9062	26.4532	25.752	25.7813	25.5331	24.5888	25.9157	25.0297	25.1709	24.959	24.9045	25.2525	25.467	25.1004	25.1244	25.6346	25.7233	25.6261	25.4284	24.8604	24.882	25.0617	24.7516	24.57	25.4004	25.3522	26.0415	25.5455	25.3146	25.7632	25.4031	27.2252	26.0231	25.7935	25.6753	25.9433	26.1672	26.2488	26.3244	26.3362	26.691	24.6543	25.6519	25.6299	25.5741	25.6466	26.3225	25.8646
Q9UK55	24.4932	25.7206	25.4907	24.9806	25.4182	25.3677	25.3068	25.2395	24.9258	24.7288	25.9622	25.6799	25.8777	25.731	26.0035	24.3383	25.4841	24.8554	25.2353	25.6671	25.3177	23.1276	24.8618	25.5203	25.4746	25.7254	25.7079	25.6751	25.0196	25.3991	26.1284	25.9204	25.7744	26.7153	26.9429	27.0809	26.8616	25.9317	27.0614	26.8321	25.3678	25.8308	25.6369	25.6222	25.3897	25.43	25.0722	25.3088	25.1065	25.7754	25.3302	24.3294	26.0131	26.1543	25.987	25.6702	24.8547	25.3115	25.7314	25.5275	25.3447	25.2871	24.5403	24.7905	25.1647	25.6809	26.0804	25.1639	25.3834	25.4808	25.7863	26.1915	25.4879	26.1366	27.0937	26.1336	26.9788	27.0849	26.8356	26.7918	26.1819	25.4318	26.0557	25.5369	26.0253	25.8333
