ID	CO_4	CO_6	CO_5	CO27	CO29	CO26	CO25	CO28	CO30	CO31	CO36	CO32	CO33	CO34	CO_35	CO21	CO23	CO20	CO19	CO22	CO24	CO37	CO39	CO38	CO40	CO42	CO41	CO3	CO1	CO2	CO8	CO9	CO7	CO12	CO15	CO13	CO11	CO44	CO10	CO43	CO16	CO18	CO17	CA25	CA30	CA28	CA27	CA29	CA26	CA35	CA31	CA32	CA34	CA33	CA36	CA19	CA20	CA21	CA23	CA24	CA22	CA38	CA37	CA39	CA42	CA41	CA40	CA3	CA2	CA1	CA8	CA9	CA7	CA12	CA13	CA15	CA43	CA11	CA10	CA44	CA16	CA18	CA17	CA_4	CA_5	CA_6
P22792	27.1092	26.5162	26.8485	27.0508	27.3364	26.7673	26.9935	27.4638	27.2695	27.5023	27.5029	27.6383	27.7161	27.3309	28.0028	26.8627	27.3595	26.9617	28.0029	27.1962	27.8428	26.5187	26.716	25.8743	26.4523	26.404	26.462	26.7384	27.1261	26.9386	27.4395	27.6194	27.3996	27.6307	27.3315	27.3888	27.7867	26.1155	27.778	27.2217	27.7146	27.0853	27.1146	27.2224	27.0352	27.1003	26.7296	27.1629	26.8969	27.3511	27.5718	27.4284	27.5934	27.4005	27.3921	27.6549	27.4057	27.3635	27.5407	27.5609	27.2639	26.7849	26.9818	27.0474	26.5048	26.3549	26.7584	26.3465	26.852	28.0542	27.924	27.3825	27.5694	27.9157	27.5109	27.1794	26.8123	27.3326	27.3681	27.0284	27.4671	27.2461	27.092	27.0469	27.2784	26.7979
P22891;P22891-2	23.4562	24.3206	23.53	23.4827	24.6375	24.3526	24.3309	24.0352	21.9796	23.11	23.1926	22.9699	24.947	23.2854	24.7035	21.1547	22.7125	23.79	23.6682	24.6518	24.3973	19.4268	23.6158	24.5827	24.1742	24.11	24.3039	23.7504	24.4268	24.5055	24.2916	23.176	24.044	24.0266	23.2342	24.1502	23.535	21.5541	24.7368	24.1578	21.3666	24.3449	24.2772	24.7538	23.6262	23.9186	23.5956	23.6277	24.0937	23.5045	24.7515	22.8459	23.3385	24.9106	23.6874	24.5434	21.8722	22.605	23.9798	24.1114	23.8092	24.647	24.1364	22.4874	24.3822	23.1612	23.8588	22.1262	24.4902	25.2443	22.1672	23.9313	24.0324	22.42	24.4335	23.4855	22.6791	24.6998	23.8802	22.6473	24.7818	20.9647	24.7363	24.3046	24.282	24.2173
P23142;P23142-2;P23142-3	26.5325	25.2847	26.2795	26.5486	25.8905	26.0212	26.2854	25.9203	26.0655	24.8232	26.0842	25.8175	26.3872	25.5937	26.601	25.4636	25.0801	25.8017	25.8561	25.9936	26.9089	25.8157	25.9604	25.918	25.6291	26.1945	26.2753	27.0381	27.1171	27.0372	26.9822	26.9201	26.5297	27.4322	26.7469	27.5027	27.7717	26.5667	27.1734	27.5455	26.6421	26.3186	26.6731	25.3886	25.996	25.5951	26.2365	26.0129	26.188	25.3335	26.0106	24.3948	25.5745	26.1579	25.1495	25.7361	25.3581	25.0003	25.4952	26.1495	25.958	25.9401	25.6488	25.5438	26.2282	25.2411	25.7195	27.0535	27.1764	26.5331	26.6473	27.3119	26.8112	27.5153	26.358	27.3399	26.2588	27.355	26.9111	27.2235	26.3908	26.1601	26.252	26.2876	25.0746	25.9653
P23142-4	26.5274	25.7185	26.4351	26.2004	25.5049	26.1621	26.1958	25.4329	25.8877	26.1673	26.4138	26.6683	26.6984	26.3825	26.8902	25.5651	25.8806	25.9097	25.9821	26.2999	26.371	26.6206	26.5455	27.0159	26.6967	27.082	26.6399	26.6391	26.6912	26.4434	26.5208	26.4134	25.981	26.5537	25.933	26.4144	26.8764	26.4413	26.5401	27.303	26.5273	26.066	26.704	25.1617	25.7229	25.2277	25.8198	25.9481	25.6398	26.2658	26.1062	25.633	26.3722	26.323	25.8107	25.9105	25.6465	25.2409	25.9529	26.173	25.8415	26.1623	26.3307	26.0894	26.7943	25.4457	26.1439	26.7128	26.8446	26.0733	26.1026	26.731	26.2724	26.7608	25.7255	26.3074	25.7365	26.6854	26.3967	26.9277	26.6176	26.3078	26.2665	26.4048	25.4693	26.0874
P23470-2;P23470	22.1796	23.0058	21.5766	22.1638	22.4005	20.6024	19.3342	21.6489	21.6097	21.5665	21.8651	22.7637	22.3297	22.6739	23.3892	21.4283	22.1326	19.9416	21.9129	19.925	21.3093	22.1117	18.8214	22.8397	20.7751	21.6615	22.3288	21.5593	21.0978	20.8152	22.6201	21.0191	20.8971	22.7025	21.6826	20.8031	23.157	22.9947	21.9607	23.1955	20.2329	20.6457	21.3469	22.2405	20.8232	20.8719	22.2206	21.8618	20.7473	20.5116	20.5401	22.4796	22.7004	22.7571	22.5782	21.9244	21.3169	19.8152	20.3646	21.4255	21.88	20.8947	22.0122	22.2163	21.5125	20.8598	21.8716	21.7962	20.2011	20.4693	21.7	21.4792	20.8911	23.3229	22.0812	22.1853	22.4393	23.145	21.5842	22.9909	21.3414	20.0254	20.0333	22.06	21.0668	22.999
P24592	22.6148	22.4037	22.8261	23.5177	23.4572	23.5899	22.4516	21.8657	22.8196	22.8915	22.3711	23.7388	23.5756	23.1704	23.5428	22.5417	23.1121	22.1057	21.6092	22.5275	22.9905	19.829	22.9702	23.0849	21.2086	23.7554	22.4636	22.3299	23.345	22.0681	22.1355	22.4314	22.384	21.7516	21.0186	19.9296	24.0727	23.0419	23.6098	23.6758	22.477	22.0865	22.7786	23.0658	22.5147	22.1417	23.1544	23.4706	22.8825	22.6752	23.0263	21.6373	23.4357	23.0037	23.0131	22.1859	22.3823	22.3389	22.0169	22.9607	20.3345	22.8796	22.9766	22.7012	22.9782	20.6922	22.3051	21.3092	21.4695	19.9854	22.6652	22.7841	21.615	20.9635	21.1535	20.916	23.1042	23.7395	23.065	23.5393	23.0747	21.8712	22.3396	22.3128	22.6729	23.1939
P24593	21.1896	21.1724	21.9438	21.9338	21.515	21.6854	21.9493	22.1174	21.778	21.6144	19.9235	21.2774	20.6878	20.1973	19.9883	19.4926	19.414	20.641	20.6606	21.2057	21.4324	20.6198	21.3944	20.4021	21.4447	22.3236	21.9045	20.9155	20.4738	21.8834	21.0138	20.6148	21.2747	20.5114	20.8484	20.3591	19.7817	20.6986	20.3921	21.8248	22.914	21.5963	21.8072	21.9815	21.6437	20.2369	21.8332	21.9488	22.3496	19.7453	19.7361	20.5103	20.2503	20.388	20.4908	20.1914	19.5024	19.9842	20.3031	20.8852	21.0039	21.2277	21.4592	21.4155	22.8476	21.5144	21.8066	20.5899	19.2222	21.2269	20.6046	21.2597	20.4331	20.8635	20.5567	20.7371	20.502	20.5845	20.3805	20.9662	21.1875	20.7393	21.8807	20.6149	21.2173	21.9212
P25311	31.9607	31.5807	31.4447	32.1785	32.2549	32.1149	31.8293	32.0653	32.2289	32.516	32.0283	32.2929	32.43	32.1153	32.2541	32.1972	32.4342	32.5351	32.5113	32.4482	32.3785	31.9581	32.1056	32.4621	31.6446	31.9331	31.8058	31.9331	32.0076	31.911	31.743	31.9373	31.6464	32.1229	31.8114	32.1136	32.1266	32.1287	31.905	32.2038	32.1412	32.0096	32.0504	32.1009	31.9373	32.1305	32.0318	32.4687	31.9851	32.0227	31.9782	31.7601	32.2777	32.056	32.2575	32.6269	32.1044	32.2091	31.9408	32.2825	32.1505	32.0811	32.3301	32.1863	32.2772	31.7383	31.2298	31.8241	31.8045	31.5942	31.822	31.9399	31.39	32.0262	31.9718	32.1567	32.3383	32.0851	32.1023	32.3204	31.958	32.0062	31.6241	31.978	31.5347	31.7931
P26927	25.7915	25.1894	25.4271	26.2672	25.442	23.303	25.3885	26.4654	24.9023	26.3293	24.7904	25.7734	25.6596	25.9131	26.2237	25.0601	25.9337	25.0635	26.2883	25.9143	26.2215	25.2364	23.2686	25.3283	24.7271	24.9914	24.8324	26.2428	26.4427	25.3362	24.9145	25.8198	25.5204	25.4027	26.4232	26.792	26.8532	27.0878	26.8523	26.7717	25.9819	25.984	25.0188	26.3314	25.9485	25.9202	26.2847	26.0536	26.0097	25.2634	26.0528	23.9848	26.1856	25.6504	26.3373	26.4057	26.0288	26.3774	26.3634	26.0805	25.8637	25.2734	25.0083	24.8788	25.4564	23.1392	25.3697	26.3408	25.9737	25.8093	24.304	25.9066	24.5862	26.9235	26.4709	26.211	25.6144	26.6971	26.7329	26.6697	24.9613	25.5206	26.2073	25.8174	25.0748	26.1715
P27169	24.8436	24.5445	25.1291	25.0671	25.0471	24.0823	24.5039	24.549	24.2688	25.5202	25.2452	25.0737	25.2394	24.5757	25.0711	25.8489	24.2632	24.7064	25.2182	24.3608	24.8453	24.5159	24.5346	24.7234	24.0499	24.7472	24.6022	24.8082	24.6334	24.7244	24.5012	25.0024	24.6059	25.1975	25.342	25.1056	24.9784	25.0956	24.5543	24.6867	24.5866	24.2946	24.4129	25.167	24.1852	24.8273	24.5716	25.0461	25.4263	25.0831	26.2952	25.0317	26.1071	25.035	23.8788	24.9126	24.4263	25.2427	25.6095	25.8961	25.1455	25.0136	25.2095	25.0758	23.875	24.9114	24.729	25.208	24.9297	24.8828	24.5318	23.5974	24.6933	25.261	24.9302	25.2933	25.2611	25.0223	25.4538	25.2504	24.501	24.6483	24.1681	24.7597	24.2927	24.8343
P27918	27.3724	27.4994	27.6682	28.6185	27.7682	28.6396	27.9968	28.2506	28.2331	27.6931	27.5844	28.0154	26.7465	27.8776	27.384	26.7201	28.0351	28.1821	27.8525	27.5858	27.3178	27.1354	27.2237	27.5109	25.1965	25.7304	26.6667	27.1644	27.7039	27.8043	27.2821	26.0544	27.3817	23.1939	24.1004	23.893	24.993	25.0212	25.3763	26.0149	28.5464	27.7727	27.7187	27.8352	28.0474	27.59	27.2653	28.1429	28.3643	26.7942	28.0541	26.6403	27.5666	27.5529	27.267	28.0404	27.679	27.7246	28.1044	27.1079	28.1471	27.441	27.7791	27.7375	27.1775	27.4277	26.4204	27.6746	27.0713	27.0873	27.0037	27.1194	27.0407	24.8902	24.3543	24.0693	25.9385	25.1176	26.563	25.809	25.905	28.09	27.7738	27.4724	27.1065	27.5195
P29622	27.5774	27.2214	27.4652	27.8905	27.657	27.623	27.623	27.6846	27.567	27.741	27.2772	27.8812	27.812	28.0443	27.8186	27.5386	28.0802	27.4455	28.0213	26.7231	27.5727	26.749	27.3675	27.3583	27.5491	27.6158	27.4379	28.0578	27.5118	27.82	28.5269	28.4222	28.3377	27.8549	28.4843	28.4667	28.5602	28.3325	28.0097	28.4469	28.2659	28.1119	28.0547	27.7745	27.4161	27.4548	27.3942	27.921	27.392	27.9896	27.8858	28.1358	27.9101	27.5141	27.6648	27.6932	27.6728	27.7332	27.6485	27.4534	27.4425	26.8803	27.542	27.2874	27.3807	27.4195	27.3072	27.5225	27.5821	27.8505	28.092	28.1644	28.3733	28.4281	28.5443	28.3779	27.9254	28.801	28.6698	28.7464	28.4744	28.4661	28.003	27.4824	27.3442	27.5927
P32119	23.2133	22.2722	23.3472	21.9575	22.7525	22.4977	21.8971	22.0013	22.3102	22.0352	24.4801	22.4566	23.1959	22.4542	20.6748	20.4363	22.8168	22.8303	22.2329	20.7105	21.6599	23.1396	20.5002	21.4319	21.9319	23.1738	22.717	22.4813	22.296	22.307	21.1757	22.0906	22.9402	21.816	20.9443	20.1785	21.514	22.9138	22.3161	24.1905	22.2193	22.1141	23.1148	22.6418	22.4409	24.5339	22.7537	21.5041	22.0834	22.4809	23.0717	22.783	24.8346	22.5017	22.7204	21.546	21.5936	21.0132	22.5221	21.5096	23.2607	22.7292	23.0188	22.7529	23.5948	23.6004	21.9919	22.4005	22.0512	22.6147	22.6831	22.0753	22.2094	23.528	22.3088	21.6723	21.152	22.9261	22.3827	22.5757	22.3278	20.9761	21.5277	21.9187	20.8403	22.4677
P33151;P33151-2	24.9377	25.613	25.0603	25.6122	25.9104	25.6301	24.6884	25.0894	25.4009	25.0896	24.6279	24.6677	24.8443	24.8796	25.4909	24.4707	25.25	25.2081	25.1595	24.7041	25.6157	25.0786	25.5334	24.8043	25.5791	25.6771	24.8921	25.4129	25.4945	25.742	25.4925	25.5959	25.2812	24.6532	23.4323	23.4695	25.365	24.8528	24.9515	25.8448	26.0572	25.3386	25.7137	25.4514	25.2631	24.8344	25.0182	25.0926	25.8094	24.6913	24.8582	25.1612	25.1051	25.0202	24.8798	24.7988	24.9009	24.9442	24.7908	24.7212	24.8681	24.272	24.9412	25.2308	26.4212	25.3655	25.1549	25.0385	25.293	24.9558	25.0495	25.4716	24.7024	24.4381	23.3948	24.0715	24.8321	24.8653	25.5566	25.2219	26.3237	25.2596	25.3202	25.0566	24.9984	24.8991
P35527;CON__P35527	25.0454	25.836	25.3531	26.0769	23.5134	23.6781	24.5456	24.7628	23.6152	24.1632	26.4371	23.419	23.9108	22.0262	23.6908	24.9945	25.9825	25.5241	24.9499	24.73	26.0006	24.4637	24.9308	25.3514	23.4485	24.699	23.5277	25.5024	25.8692	24.8405	26.6987	24.9074	25.857	27.3841	25.807	26.7302	26.9991	27.9995	26.5139	27.8948	27.3319	25.3169	24.6916	24.2179	25.9362	25.8219	25.0145	23.5669	24.5743	25.5392	25.1214	25.1876	24.5298	25.145	23.6958	25.7912	24.6737	25.411	26.1296	24.9716	27.4251	23.2037	24.5233	25.5374	24.8445	25.5524	23.7331	25.7625	26.5266	25.7269	25.7311	26.9352	24.9377	25.9305	26.308	25.7752	26.8405	25.4565	26.3152	26.6066	28.3838	25.6281	24.4446	24.1324	25.8231	25.8993
P35542	25.4717	25.6196	26.4908	24.9059	24.4707	24.9424	25.738	24.6771	24.9429	25.7471	25.2131	24.2092	25.1066	25.3602	25.2908	27.0574	24.5074	24.8719	24.6263	24.6979	25.7557	25.3934	25.5207	25.164	26.4423	25.8789	25.8919	25.0829	24.9793	24.9457	25.138	25.3778	25.0905	25.7361	26.7768	26.1465	24.9182	27.0768	25.998	26.3532	25.6152	26.2369	25.9672	25.3698	25.7173	24.9592	25.1581	24.7801	26.1654	24.4846	26.4983	25.2232	26.3351	25.0516	24.7388	24.9555	24.1325	26.0466	26.0813	25.7019	25.6251	25.2827	25.4468	25.9731	26.1579	25.8523	25.724	24.9269	24.8605	25.6059	24.8835	25.0149	25.632	27.0198	27.0195	27.6184	25.7737	26.8004	25.0598	26.5164	25.9321	26.7869	26.4949	25.3874	25.987	25.4301
P35858;P35858-2	29.2535	29.2663	29.0445	28.9011	28.8799	28.9875	28.8519	29.1276	28.6951	29.1042	29.3104	29.0479	29.8361	29.7824	29.6801	29.1172	29.1599	29.3977	29.575	29.0297	29.3038	28.6334	28.5533	28.6836	28.4118	28.669	28.9899	29.6538	29.0814	29.6441	29.1813	29.5895	29.8005	30.1383	30.1443	29.6573	30.3413	30.0615	29.9438	29.8589	29.4236	29.408	29.3733	29.7536	29.0506	29.0796	29.1004	29.4064	28.9057	29.2688	29.359	29.3093	29.7898	29.1492	29.0499	28.9841	29.4058	29.5269	29.4566	29.3781	29.3906	28.4831	29.2175	28.8894	28.2137	28.7125	28.481	29.1539	28.9685	29.3024	29.2962	28.8557	29.3112	30.4076	30.1359	29.8678	29.9582	30.584	29.6968	29.9248	29.7035	29.0101	29.3974	29.1208	28.9987	29.3482
P35908;CON__P35908	24.0155	24.7348	23.891	25.88	24.3726	23.9239	25.5988	24.496	24.4802	24.5321	25.7499	22.193	23.2291	24.7634	25.6889	24.002	25.1188	25.7144	24.0851	23.5271	25.0896	20.9079	20.4534	24.1873	22.025	22.0989	20.4063	23.9567	24.4873	23.7365	25.6585	24.2952	25.0437	25.7957	24.9163	26.7509	26.9062	27.8994	24.9418	25.0742	21.2076	24.2538	23.258	24.0594	25.7947	23.9301	25.4185	24.0237	23.1648	26.1814	24.9523	25.2213	24.5001	25.0955	24.1544	24.6182	23.6166	23.3304	25.335	24.1081	26.2558	25.2877	23.8864	22.0938	23.2068	23.6396	22.0651	24.4047	23.7247	22.9326	24.5083	25.5888	22.3998	24.9684	24.7861	23.8517	25.9872	24.4528	25.5085	23.5211	25.4515	25.2542	24.6519	23.6991	23.9691	25.3934
P36955	29.8036	29.6376	29.9411	30.2415	29.7732	29.908	29.8588	29.9455	30.0643	30.6292	29.6943	30.2944	30.4697	30.3713	30.3955	29.8267	30.4304	30.0992	30.268	29.7655	29.5138	29.5057	29.8574	29.896	30.0443	29.6742	29.7003	29.85	29.3479	29.474	29.2665	29.6883	29.186	30.3496	30.1943	30.0595	30.2385	30.3879	29.1646	30.7486	29.8472	29.7308	30.0987	29.9168	30.17	29.5591	29.6383	30.2033	29.6387	29.809	30.1663	30.6122	30.4705	30.2467	30.1537	29.649	29.941	29.9339	29.8625	29.9584	29.5671	29.4576	30.0385	29.7189	29.6509	29.958	29.9528	29.5279	29.4821	28.5914	29.2575	29.8894	29.09	29.9855	30.0384	30.1595	30.5112	30.435	29.9393	30.5818	30.2124	30.2158	29.6816	29.4878	29.704	29.8319
P36980-2;P36980	26.5005	26.2886	25.7525	26.715	26.1268	26.1367	26.1866	26.6876	25.8902	26.9122	27.2739	26.9742	24.1282	24.9376	26.0276	26.2403	27.3154	25.2032	26.807	26.1999	27.5856	24.9207	26.7713	26.2341	26.2301	25.9142	24.3425	26.4849	22.2523	26.4444	26.3974	26.2898	27.1109	24.5022	25.0852	24.2566	24.3116	24.34	24.1393	23.8955	27.721	26.9547	27.1376	25.6071	25.9018	25.7713	26.6237	26.1456	25.7743	27.0843	26.1776	23.8227	26.5773	27.2761	27.1303	27.2179	27.2176	27.0561	25.0569	27.3762	26.6365	26.29	27.0382	25.8404	26.5743	26.0061	23.1682	26.8871	26.8232	26.0412	27.1744	27.4272	25.2671	22.9536	24.908	24.7333	25.8284	24.3455	25.321	23.554	25.8029	27.0069	25.7486	25.9524	26.2302	26.6837
P40197	23.6869	24.2638	23.9874	24.7588	22.4903	23.8934	24.1004	24.2936	23.8647	23.8464	22.973	24.2184	24.3785	23.9974	23.3345	23.888	22.7635	22.9829	22.9877	24.1138	24.4418	23.5267	22.8209	23.9333	22.5552	23.4765	22.8318	24.7363	25.0452	25.0573	24.244	23.5249	24.5361	24.1972	23.7892	23.3188	24.0445	24.2936	24.1743	23.0053	24.6567	24.1465	24.7065	24.042	24.3378	24.1674	24.5092	24.4955	24.471	24.4766	24.1831	23.188	24.2029	23.6538	24.3377	24.1086	23.9756	24.5741	24.2422	24.4815	24.2842	23.3487	23.7256	23.5786	22.0972	24.0609	23.5276	24.8176	20.9799	25.0067	24.3476	24.1201	24.2124	24.1645	24.2218	23.7571	23.5484	24.0676	21.8203	24.5403	24.2957	24.9149	24.426	24.377	22.7376	23.6251
P41222	23.6819	23.1936	23.924	23.8297	23.9023	23.6258	22.9665	23.7876	23.2784	24.3907	23.7831	24.6802	24.5852	23.6044	24.0036	23.923	24.3811	24.3456	24.2831	23.7348	24.0135	25.0962	24.805	24.9278	23.7829	22.7591	24.0743	24.1373	24.0624	24.0243	23.3849	23.0226	23.0459	24.9913	23.186	23.5501	24.5713	24.7334	24.2244	24.9827	24.8278	23.9616	24.8664	23.201	23.8344	22.4548	23.4436	24.0009	23.6118	23.7174	23.9242	24.7622	24.0336	23.6913	23.6996	24.272	23.2597	23.7511	24.1544	23.6066	23.7592	24.534	25.0593	24.7014	24.7905	23.9953	24.1739	24.0547	23.6562	23.816	23.2715	23.9812	22.5962	24.9549	24.0002	23.0787	24.8961	24.5745	24.4754	25.0519	25.1266	24.5285	23.9003	24.0296	22.8706	23.9677
P43121;P43121-2	23.5954	23.296	23.2931	25.0393	24.2578	24.0024	23.9892	23.9491	23.9046	22.563	22.7525	23.0943	23.69	23.2478	23.801	22.969	23.468	23.2251	23.9251	23.1793	23.7858	24.6836	24.4386	24.6492	23.5368	23.9845	23.7476	23.4506	23.7528	23.5606	22.7271	22.6046	22.6376	22.6589	21.8711	23.1112	23.2069	23.8189	22.8833	23.2232	23.7073	23.4846	23.7746	23.8589	23.6872	23.9104	23.8013	24.4223	24.5292	22.7128	23.2572	21.8313	23.5042	23.4827	22.4675	23.6999	23.3947	22.8584	23.2055	23.4087	23.3723	24.5763	23.1006	24.3558	23.8863	23.1212	22.6013	24.1531	23.1732	22.8501	22.2787	22.9222	22.2887	23.0297	21.5567	22.6671	23.0308	21.7082	23.0993	23.2231	23.8546	23.1323	23.0803	23.7339	22.7472	23.5824
P43251-4;P43251;P43251-3;P43251-2	25.5221	25.9085	25.7344	25.4941	25.6697	25.3742	25.5837	25.657	25.4287	25.3685	25.9117	26.2518	26.2806	26.1186	26.1821	26.2243	26.3602	26.1673	26.2496	25.6462	25.9946	26.1204	26.1206	25.7322	26.2944	26.8539	26.6157	26.0836	24.928	25.8154	25.7263	25.9659	26.1019	27.0491	27.0554	26.8721	26.5557	27.3768	26.5594	27.0536	26.5593	25.5032	26.5511	25.9183	25.7799	26.0033	25.5742	25.5949	24.8776	25.7637	25.5134	25.7517	26.3815	25.8641	25.8958	26.1147	26.1694	26.3169	25.8756	26.0577	26.2003	26.3697	26.0733	25.9151	26.3371	25.7566	26.3424	25.4412	25.5925	25.4543	25.169	25.8464	26.0721	26.4237	27.0326	26.9532	26.7818	26.6836	26.631	26.7272	26.4243	26.1267	26.0414	25.5962	25.9021	25.9492
P43652	29.9415	30.2181	30.3474	31.1015	31.058	30.8179	31.0559	30.9263	31.0846	31.5466	31.1417	31.5463	31.5335	31.4168	31.1529	31.4753	31.5675	31.3608	31.3897	30.7365	31.3112	29.695	29.9618	30.0705	29.8701	29.857	30.1622	30.5592	30.2525	30.4285	31.0649	31.1816	31.2909	31.88	31.8249	31.7952	32.0093	32.1296	32.0877	32.3324	30.6349	30.553	30.5432	31.6257	31.1634	31.0831	31.0432	30.977	31.0725	31.0936	31.8204	31.2238	32.0242	31.2035	30.7686	31.0411	31.3265	31.0568	31.8148	31.0525	31.3762	29.4046	30.0009	30.3391	30.237	30.0818	30.9827	30.4983	30.4567	30.2334	30.4848	30.7364	31.1631	31.93	31.9127	32.0293	31.9643	31.9272	32.0214	32.0726	30.4493	30.6969	30.955	30.4562	29.6812	30.8222
P48740	25.7892	26.1688	25.852	25.7506	25.7412	26.2541	25.964	25.9719	26.0543	25.3908	25.9429	25.4378	25.9132	25.863	25.7976	25.3919	25.5187	25.8131	25.7611	25.1577	25.7202	26.0428	25.6753	26.4158	25.8615	26.116	25.9144	26.4661	26.7805	26.6925	26.1862	25.9064	26.098	26.6627	25.5329	25.3962	26.578	26.4309	25.8683	26.292	26.6515	26.0847	26.1286	26.0327	25.6297	26.0559	26.1793	26.3181	25.925	25.9251	25.8942	26.0912	26.126	25.8945	25.7986	26.2352	25.2886	25.8597	25.6689	25.8105	26.1586	26.1004	26.0127	26.2532	25.6688	25.9369	25.6368	26.3218	26.2185	26.9653	26.1946	25.8232	25.8502	26.0586	26.1006	25.4417	26.2725	25.957	25.413	26.3005	26.5406	25.9705	26.068	25.9141	26.0536	26.4352
P48740-2;P48740-4	23.3513	23.2561	24.0806	23.4398	23.2383	23.8729	23.2954	23.5545	23.7794	24.2931	24.2712	24.4279	24.0323	24.7211	24.7237	24.067	24.1781	23.9953	23.478	23.3441	23.8179	23.1937	23.4734	23.4725	23.73	24.2491	23.6447	23.402	24.8966	24.3964	23.4747	24.283	23.8945	23.4886	23.3159	22.7293	24.1983	24.1435	24.407	24.5421	24.446	24.5469	23.9359	23.5429	23.7992	23.7285	23.713	23.7926	23.347	24.3698	24.5425	23.6093	24.3981	24.1603	24.5985	23.7432	24.1598	24.0635	24.7307	23.5279	23.8905	22.9052	24.0694	23.6321	24.227	24.0108	24.7533	22.9498	23.9639	24.2387	23.9482	23.875	23.6639	24.0691	23.9779	23.6155	24.6192	23.8385	23.9711	23.8813	24.0957	24.1485	23.8506	23.8366	23.0595	24.0355
P49747;P49747-2	23.9961	23.3704	24.6594	25.7211	25.1202	24.558	24.2969	25.3001	25.6495	23.7055	24.0392	24.5787	24.0013	24.4901	24.7171	22.1413	24.6374	23.309	24.1915	23.4528	23.9535	23.8582	24.0949	24.2562	24.347	23.0976	23.8784	23.1724	25.0991	24.1953	24.1401	24.1319	22.948	22.5826	23.1253	23.2041	22.712	24.3055	23.6579	23.8176	24.9237	25.2268	23.433	24.4912	25.0346	24.2351	24.9066	25.0362	25.4227	24.4961	23.7224	22.4051	24.6348	24.1185	24.3452	24.355	23.7309	23.1328	24.6766	23.6912	24.5658	23.3285	24.3852	24.091	24.3473	23.4875	23.8438	23.1311	23.3402	22.9404	23.3982	23.8826	23.0296	24.3791	22.4959	22.889	23.7499	22.2317	24.3079	23.1399	24.5915	22.8521	22.878	24.4537	23.4003	24.6091
P49908	26.7265	26.6107	26.5559	26.953	26.8316	26.7305	26.7661	27.0613	26.9337	26.8081	26.6547	26.8806	26.8083	27.4099	27.1618	26.54	27.1001	26.6506	27.505	26.8947	27.3282	26.3771	26.1351	26.6465	26.5492	26.4414	26.3778	26.7045	26.7094	26.6977	26.6749	26.665	26.6657	26.6183	26.6974	26.3763	25.8172	26.411	26.3041	26.2742	27.4899	27.0462	27.3643	27.0163	26.4569	26.9664	26.8257	27.1525	26.9487	27.1266	26.879	25.6144	26.9167	26.6712	26.6938	27.158	26.9772	26.9735	26.71	26.6854	26.8849	26.1996	26.4365	26.3281	26.8492	26.528	26.4329	26.5575	26.4697	26.5614	26.6789	26.6721	26.3202	26.4799	26.6808	26.4949	26.6721	25.8821	27.411	26.163	27.4289	27.114	27.2999	26.7108	26.2801	26.6192
P51884	29.4357	28.9601	29.1593	29.4404	29.7783	29.4398	29.1409	29.4045	29.9643	29.6403	29.8574	29.9863	29.961	30.027	30.1122	29.3939	30.1087	29.712	30.049	29.593	29.8318	29.046	29.692	29.8714	29.2553	29.8881	29.5063	28.6845	29.5826	29.1213	29.8828	29.6959	29.4042	29.467	28.7049	28.8888	29.4963	29.3215	29.2228	30.0269	29.6611	29.5479	29.3266	29.4101	29.4474	29.5057	29.5515	29.7562	29.4933	29.9168	29.3923	29.0404	29.916	29.6918	29.8391	29.7345	29.4992	29.581	29.9549	29.7628	29.8523	28.7746	29.3244	29.4182	29.6884	29.3046	29.1844	29.1811	28.9254	28.3317	29.659	29.9185	29.5914	29.1059	28.9438	28.9595	29.6558	29.0393	29.4793	29.2508	29.8477	29.2006	29.0681	29.004	28.6867	29.1521
P54108;P54108-2;P54108-3	25.4279	23.6305	24.7223	26.1901	25.307	24.9173	24.3956	25.6661	25.7709	23.9761	24.697	24.412	23.5005	24.1651	24.4882	22.6178	22.7542	23.5635	23.0064	23.3013	23.1744	23.9945	23.7984	24.1635	24.2357	24.4141	24.0073	23.2637	23.8161	24.179	22.5302	23.3451	22.0371	19.6148	20.329	19.7604	20.7203	20.8229	19.5383	20.2923	24.5466	23.6832	24.0531	24.479	25.0856	25.0674	25.1221	25.1386	25.4558	24.783	23.3126	22.9914	22.6637	25.7957	24.2974	22.4347	24.2695	22.8762	23.0029	22.0217	22.7923	24.4469	24.0659	23.5627	25.264	22.9489	23.6631	24.7658	22.6568	22.4632	22.4418	22.8003	21.7208	20.1085	20.1472	19.74	19.7491	20.3441	19.5698	20.0018	24.0045	23.8867	23.1838	25.5876	24.559	24.1949
